,estimator,min_score,mean_score,max_score,std_score,parameters
563,RF,0.000,0.525,1.000,0.378,"{'classification__bootstrap': False, 'classification__max_depth': 3, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 2, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
742,RF,0.000,0.525,1.000,0.325,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 3, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
783,RF,0.250,0.525,0.750,0.135,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 7, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
1327,SVM,0.250,0.500,0.750,0.194,"{'reduce_dim__n_components': 36, 'classification__gamma': 0.1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'linear', 'classification__C': 5}"
195,RF,0.000,0.500,1.000,0.316,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
1336,SVM,0.000,0.500,0.750,0.250,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 5}"
351,RF,0.250,0.500,0.750,0.112,"{'classification__bootstrap': True, 'classification__max_depth': None, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 3, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
15,RF,0.250,0.500,0.750,0.158,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 2, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
2,RF,0.000,0.500,1.000,0.354,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 2, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
1312,SVM,0.250,0.500,0.750,0.158,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'linear', 'classification__C': 5}"
1320,SVM,0.000,0.500,1.000,0.224,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'linear', 'classification__C': 5}"
1316,SVM,0.250,0.500,0.750,0.158,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'linear', 'classification__C': 5}"
344,RF,0.000,0.500,0.750,0.250,"{'classification__bootstrap': True, 'classification__max_depth': None, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 3, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
222,RF,0.250,0.500,0.750,0.194,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 7, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
299,RF,0.000,0.500,1.000,0.335,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 7, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
1188,SVM,0.250,0.500,0.750,0.194,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'linear', 'classification__C': 1}"
203,RF,0.000,0.500,1.000,0.296,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 5, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
307,RF,0.000,0.500,1.000,0.371,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 10, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
43,RF,0.000,0.500,1.000,0.371,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 5, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
27,RF,0.000,0.500,0.750,0.250,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 3, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
30,RF,0.000,0.500,0.750,0.224,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 3, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
1256,SVM,0.000,0.500,1.000,0.224,"{'reduce_dim__n_components': 10, 'classification__gamma': 1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'linear', 'classification__C': 5}"
1252,SVM,0.250,0.500,0.750,0.158,"{'reduce_dim__n_components': 10, 'classification__gamma': 1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'linear', 'classification__C': 5}"
35,RF,0.000,0.500,1.000,0.354,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
246,RF,0.000,0.500,1.000,0.354,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 2, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
1231,SVM,0.250,0.500,0.750,0.194,"{'reduce_dim__n_components': 36, 'classification__gamma': 0.1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'linear', 'classification__C': 1}"
38,RF,0.000,0.500,1.000,0.371,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
1248,SVM,0.250,0.500,0.750,0.158,"{'reduce_dim__n_components': 10, 'classification__gamma': 1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'linear', 'classification__C': 5}"
289,RF,0.000,0.500,1.000,0.335,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 7, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
294,RF,0.000,0.500,1.000,0.371,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 7, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
295,RF,0.000,0.500,1.000,0.335,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 7, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
1220,SVM,0.250,0.500,0.750,0.194,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'linear', 'classification__C': 1}"
1263,SVM,0.250,0.500,0.750,0.194,"{'reduce_dim__n_components': 36, 'classification__gamma': 1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'linear', 'classification__C': 5}"
278,RF,0.000,0.500,1.000,0.316,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
310,RF,0.000,0.500,1.000,0.335,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 10, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
275,RF,0.000,0.500,1.000,0.335,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
1276,SVM,0.000,0.500,0.750,0.250,"{'reduce_dim__n_components': 10, 'classification__gamma': 1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 5}"
210,RF,0.000,0.500,1.000,0.316,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 7, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
1280,SVM,0.250,0.500,0.750,0.158,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'linear', 'classification__C': 5}"
25,RF,0.000,0.500,0.750,0.194,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 3, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
315,RF,0.000,0.500,1.000,0.354,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 10, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
